1,A,3,9:13,9:44
1,A,4,9:49,10:20
1,A,5,10:25,10:56
1,A,6,11:01,11:32
1,B,1,9:13,9:44
1,B,2,9:49,10:20
1,B,3,10:25,10:56
1,B,4,11:01,11:32
1,B,7,8:00,8:32
1,B,8,8:37,9:08
1,C,1,10:25,10:56
1,C,2,11:01,11:32
1,C,5,8:00,8:32
1,C,6,8:37,9:08
1,C,7,9:13,9:44
1,C,8,9:49,10:20
1,D,3,8:00,8:32
1,D,4,8:37,9:08
1,D,5,9:13,9:44
1,D,6,9:49,10:20
1,D,7,10:25,10:56
1,D,8,11:01,11:32
1,E,1,11:01,11:32
1,E,2,10:25,10:56
1,E,3,9:49,10:20
1,E,4,9:13,9:44
1,E,5,8:37,9:08
1,E,6,8:00,8:32
1,F,1,9:49,10:20
1,F,2,9:13,9:44
1,F,3,8:37,9:08
1,F,4,8:00,8:32
1,F,7,11:01,11:32
1,F,8,10:25,10:56
1,G,1,8:37,9:08
1,G,2,8:00,8:32
1,G,5,11:01,11:32
1,G,6,10:25,10:56
1,G,7,9:49,10:20
1,G,8,9:13,9:44
1,H,3,11:01,11:32
1,H,4,10:25,10:56
1,H,5,9:49,10:20
1,H,6,9:13,9:44
1,H,7,8:37,9:08
1,H,8,8:00,8:32
7,S,1,8:25,8:57
7,S,2,9:02,9:34
7,S,3,9:39,10:11
7,S,4,10:16,10:48
7,S,5,10:53,11:25
7,S,6,11:30,12:02
7,S,7,12:07,13:47
7,S,8,13:52,14:24
8,SS,1,8:25,9:12
8,SS,2,9:17,10:04
8,SS,3,10:09,10:56
8,SS,4,11:01,11:48
8,SS,5,11:53,13:33
8,SS,6,13:38,14:25
8,SSS,1,10:09,10:56
8,SSS,2,11:01,11:48
8,SSS,3,11:53,13:33
8,SSS,4,13:38,14:25
8,SSS,7,8:25,9:12
8,SSS,8,9:17,10:04
